,Name,Address,Coordinates,street_number,Street,Area,City,Region,Country,Website,Phone,Type,Google_ID,Glovo_link,Monday Open time,Monday Close time,Tuesday Open time,Tuesday Close time,Wednesday Open time,Wednesday Close time,Thursday Open time,Thursday Close time,Friday Open time,Friday Close time,Saturday Open time,Saturday Close time,Sunday Open time,Sunday Close time,Average price,Overall price level
242,Celentano Санта Барбара,"проспект Червоної Калини, 109, Львів","{'lat': 49.7851605, 'lng': 24.061333}",109,проспект Червоної Калини,Сихівський,Львів,Львівська,Україна,https://santa-barbara.celentano.delivery/,+380 98 109 1091,Ресторан,ChIJjbucCw_pOkcRKe9wLi2ZB1I,https://glovoapp.com/ua/uk/lviv/celentanoristorante-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,218.0,Medium-High
243,Nice Guys,"вулиця Братів Рогатинців, 39, Львів","{'lat': 49.8406034, 'lng': 24.0336641}",39,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,http://niceguys.lviv.ua/,+380 93 550 2898,Доставка,ChIJRZZcjGbdOkcRqx9KFGLdZpA,https://glovoapp.com/ua/uk/lviv/niceguys-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,214.0,Medium-High
244,Miasna manufaktura. Kulinariia / М'ясна мануфактура. Кулінарія,"вулиця Щирецька, Львів","{'lat': 49.81201229999999, 'lng': 23.9741074}",вулиця Щирецька,Залізничний,Львів,Львівська,Україна,,https://miasnamanufaktura.ua/,+380 67 006 5500,Доставка,ChIJGdqidSHnOkcRq-Fi8sD4w68,https://glovoapp.com/ua/uk/lviv/myasna-manufaktura-kulinariya-lvi/,00:00:00,23:59:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,50.0,Low
245,Hot Pans,"площа Князя Ярослава Осмомисла, Львів","{'lat': 49.844846, 'lng': 24.028551}",площа Князя Ярослава Осмомисла,Галицький,Львів,Львівська,Україна,,https://hot-dogers-fast-food-restaurant.business.site/?utm_source=gmb&utm_medium=referral,,Ресторан,ChIJARhsps3dOkcRv3QlRz1ZmkE,https://glovoapp.com/ua/uk/lviv/hot-pans-lvi/,08:30:00,21:30:00,08:30:00,21:30:00,08:30:00,21:30:00,08:30:00,21:30:00,08:30:00,21:30:00,08:30:00,21:30:00,08:30:00,21:30:00,187.0,Medium-High
246,Nectarine / Нектарин Городоцька,"вулиця Городоцька, 226 ""б, Львів","{'lat': 49.8274311, 'lng': 23.9494073}","226 ""б",вулиця Городоцька,Залізничний,Львів,Львівська,Україна,https://sites.google.com/view/nectarinebistro/,+380 97 864 8732,Ресторан,ChIJtZkPpkjnOkcRuhcnbxwa9yc,https://glovoapp.com/ua/uk/lviv/bistronectarine-lvi/,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,00:00:00,23:59:00,00:00:00,23:59:00,64.0,Low
247,Old Fashion,"площа Івана Підкови, 1, Львів","{'lat': 49.8410378, 'lng': 24.0291538}",1,площа Івана Підкови,Галицький,Львів,Львівська,Україна,,+380 67 374 4491,Ресторан,ChIJZ6Yb6W3dOkcRZlQM36yWmR4,https://glovoapp.com/ua/uk/lviv/fashion-club-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,215.0,Medium-High
248,MORERYBY / МОРЕРИБИ,"вулиця Братів Рогатинців, 43/12, Львів","{'lat': 49.8407849, 'lng': 24.03392999999999}",43/12,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,https://cukor.lviv.ua/,+380 63 738 4034,Ресторан,ChIJR2MAyXDdOkcR9G4GjJItcaw,https://glovoapp.com/ua/uk/lviv/more-ryby-lvi/,13:00:00,22:00:00,13:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,22:00:00,,High
249,Bistro Inshi / Бістро Інші,"Соборна площа, 2А, Львів","{'lat': 49.8395102, 'lng': 24.033719}",2А,Соборна площа,Галицький,Львів,Львівська,Україна,https://www.instagram.com/inshi.bistro/,+380 68 302 3042,Ресторан,ChIJYdJ0u8PdOkcRzWj9wG-9wVc,https://glovoapp.com/ua/uk/lviv/bistro-inshi-lvi/,07:00:00,22:00:00,07:00:00,22:00:00,07:00:00,22:00:00,07:00:00,22:00:00,07:00:00,22:00:00,07:00:00,22:00:00,07:00:00,22:00:00,180.0,Medium-High
250,Impero Cafe,"вулиця Кульпарківська, 64а, Львів","{'lat': 49.8265214, 'lng': 23.9896052}",64а,вулиця Кульпарківська,Франківський,Львів,Львівська,Україна,https://impero-cafe1.choiceqr.com/,+380 67 898 9636,Ресторан,ChIJibgqIOHnOkcRflCfiLjnFgc,https://glovoapp.com/ua/uk/lviv/impero-cafe-lvi/,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,08:30:00,21:00:00,247.0,High
251,Krevetka Cafe / Креветка Cafe,"вулиця Краківська, 1, Львів","{'lat': 49.8422455, 'lng': 24.0303393}",1,вулиця Краківська,Галицький,Львів,Львівська,Україна,https://krevetka.restaurant/,+380 97 863 0878,Ресторан,ChIJyZ7mUC3dOkcRY7OeksyL38k,https://glovoapp.com/ua/uk/lviv/krevetka-cafe-lvi/,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,179.0,Medium-High
252,Moonfish,"вулиця Княгині Ольги, 114, Львів","{'lat': 49.8060588, 'lng': 23.9977884}",114,вулиця Княгині Ольги,Франківський,Львів,Львівська,Україна,http://nemo.lviv.ua/,+380 97 777 6112,Інше,ChIJ3fUT3rznOkcRX4QDRSY70OM,https://glovoapp.com/ua/uk/lviv/moonfish-lvi/,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,15:00:00,00:00:00,23:59:00,387.0,High
253,Чача,"вулиця Івана Федорова, 14, Львів","{'lat': 49.8421254, 'lng': 24.033494}",14,вулиця Івана Федорова,Галицький,Львів,Львівська,Україна,https://hinkalnya-delivery.com.ua/,+380 98 867 9099,Ресторан,ChIJvQ3X-2zdOkcRJDKMZey2zko,https://glovoapp.com/ua/uk/lviv/chacha-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,130.0,Medium-Low
254,Leonardo,"вулиця Стрийська, 106a, Львів","{'lat': 49.8069679, 'lng': 24.0180485}",106a,вулиця Стрийська,Франківський,Львів,Львівська,Україна,http://pizza-leonardo.com.ua/,+380 63 070 3868,Ресторан,ChIJ-UcDVurnOkcRDddAhjj5fHs,https://glovoapp.com/ua/uk/lviv/leonardo-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,196.0,Medium-High
255,Cheriba restaurant & lounge bar\Черіба,"вулиця Замарстинівська, 255, Львів","{'lat': 49.8753937, 'lng': 24.0081326}",255,вулиця Замарстинівська,Шевченківський,Львів,Львівська,Україна,,,Ресторан,ChIJ46gjhWfoOkcRW3EXagp70Sc,https://glovoapp.com/ua/uk/lviv/restaurant-lounge-bar-cheriba-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,281.0,High
256,Avocado,"вулиця Староєврейська, 37, Львів","{'lat': 49.84117819999999, 'lng': 24.0345209}",37,вулиця Староєврейська,Галицький,Львів,Львівська,Україна,https://avocado.lviv.ua/,+380 98 072 6104,Ресторан,ChIJ6zVFuJLdOkcRDOmcI0EOuBs,https://glovoapp.com/ua/uk/lviv/avocado-av-lvi/,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,326.0,High
257,Lunch Box Time,"вулиця Зелена, 6, Львів","{'lat': 49.834263, 'lng': 24.0350322}",6,вулиця Зелена,Личаківський,Львів,Львівська,Україна,https://lviv.sushi-time.com.ua/,+380 63 250 3882,Ресторан,ChIJAYff8efdOkcRm9SzKUoLQqU,https://glovoapp.com/ua/uk/lviv/lunch-box-time1-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,104.0,Low
258,Gutsulska Grazhda / Гуцульська гражда,"вулиця Володимира Великого, 2 A, Львів","{'lat': 49.8093168, 'lng': 24.0150403}",2 A,вулиця Володимира Великого,Франківський,Львів,Львівська,Україна,http://guculska-grazhda.lviv.ua/,+380 96 450 3480,Ресторан,ChIJX7QEP-vnOkcR5uwy_vqzhhQ,https://glovoapp.com/ua/uk/lviv/gutsulska-grazhda-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,177.0,Medium-High
259,36Po/36По,"площа Ринок, 36, Львів","{'lat': 49.842444, 'lng': 24.0308834}",36,площа Ринок,Галицький,Львів,Львівська,Україна,https://36po.com.ua/,+380 98 336 3636,Ресторан,ChIJeVRcoG3dOkcROc8XctWQjQM,https://glovoapp.com/ua/uk/lviv/36po-lvi/,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,23:00:00,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,220.0,Medium-High
260,ANDERSEN,"вулиця Академіка Рудницького, 39, Львів","{'lat': 49.821268, 'lng': 24.000073}",39,вулиця Академіка Рудницького,Франківський,Львів,Львівська,Україна,https://www.andersen.restaurant/,+380 98 164 4343,Ресторан,ChIJcd0eZYPnOkcRiilhatkoOGw,https://glovoapp.com/ua/uk/lviv/andersen-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,239.0,High
261,DOT.cafe,"вулиця Кульпарківська, 59, Львів","{'lat': 49.82718999999999, 'lng': 23.99028359999999}",59,вулиця Кульпарківська,Франківський,Львів,Львівська,Україна,http://instagram.com/dot.cafe.lviv,+380 63 881 9337,Ресторан,ChIJDx_7TYznOkcRJWFBPXlMmOo,https://glovoapp.com/ua/uk/lviv/dot-cafe-lvi/,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,00:00:00,23:59:00,00:00:00,23:59:00,170.0,Medium-High
262,Chornomorka / Чорноморка,"площа Ринок, 31, Львів","{'lat': 49.84190999999999, 'lng': 24.0301809}",31,площа Ринок,Галицький,Львів,Львівська,Україна,https://chornomorkalviv.com.ua/,+380 67 283 8898,,ChIJ_Q8BFWxNOkcRcJ-bs5Z9sTw,https://glovoapp.com/ua/uk/lviv/chornomorka-lvi/,09:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,207.0,Medium-High
263,BRIOSH / БРІОШ,"вулиця Тесленка, 4, Львів","{'lat': 49.85291220000001, 'lng': 24.0269072}",4,вулиця Тесленка,Шевченківський,Львів,Львівська,Україна,,,Пекарня,ChIJc9--tdbdOkcRiPdwtEnpIgg,https://glovoapp.com/ua/uk/lviv/brioche-lvi/,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,223.0,High
264,KUMPEL / Кумпель на Ринку,"площа Ринок, 18, Львів","{'lat': 49.8411904, 'lng': 24.031705}",18,площа Ринок,Галицький,Львів,Львівська,Україна,https://rynok.kumpel.in.ua/,+380 68 828 2222,Ресторан,ChIJnbiixyrdOkcR4sNTQZxr7tQ,https://glovoapp.com/ua/uk/lviv/kumpel-na-rynku-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,237.0,High
265,Drunken Duck / П'яна качка,"вулиця Братів Рогатинців, 45, Львів","{'lat': 49.8408101, 'lng': 24.0343198}",45,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,http://www.drunkenduck.com.ua/,+380 93 585 0720,Ресторан,ChIJuQD4bmzdOkcRGvNvfX_fajw,https://glovoapp.com/ua/uk/lviv/drunken-duck-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,156.0,Medium-Low
266,CityBUFFET,"проспект Свободи, 6/8, Львів","{'lat': 49.8401897, 'lng': 24.0292756}",6/8,проспект Свободи,Галицький,Львів,Львівська,Україна,,,Ресторан,ChIJFZllDwDdOkcRV7elVmx_JOc,https://glovoapp.com/ua/uk/lviv/citybuffet-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,48.0,Low
267,Hokkaido Sushi/ Хоккайдо Суші,"вулиця Старицького, 2, Львів","{'lat': 49.8339903, 'lng': 24.0104971}",2,вулиця Старицького,Франківський,Львів,Львівська,Україна,http://hokkaido.com.ua/,+380 63 614 0440,Доставка,ChIJTQ7BTGXdOkcRNbwSB-74Buw,https://glovoapp.com/ua/uk/lviv/hokkaido-sushi-lvi/,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,197.0,Medium-High
268,One Shot Cafe,"вулиця Стрийська, 45а, Львів","{'lat': 49.80253219999999, 'lng': 24.019053}",45а,вулиця Стрийська,Сихівський,Львів,Львівська,Україна,https://oneshotcafe.choiceqr.com/?fbclid=PAAaZCb5KvZ_DIs9e-gLVsuCEDqR1UIzGlN1A-HZT9hBYmpOCnm_9nY3ZEQek_aem_AYHu9jEtuylLzR85QJ9Cbsc5e1aoW5maxe6ySOEdDwKjI_GgBMw15n5KdP-_rHwWsNA,+380 68 837 5751,Ресторан,ChIJi_MeiXznOkcRsKGe4TylRkc,https://glovoapp.com/ua/uk/lviv/one-shot-cafe-lvi/,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,108.0,Medium-Low
269,Fabrica Pizzy /Фабрика Піци,"вулиця Пасічна, 175, Львів","{'lat': 49.8037511, 'lng': 24.0717694}",175,вулиця Пасічна,Сихівський,Львів,Львівська,Україна,https://www.facebook.com/%D0%A4%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0-%D0%BF%D1%96%D1%86%D0%B8-110632727290181/,+380 98 731 0163,Ресторан,ChIJ2RkwkxnpOkcR_2dLVzIEdao,https://glovoapp.com/ua/uk/lviv/fabricapizzy-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,206.0,Medium-High
270,boba & black,"вулиця Братів Рогатинців, 43, Львів","{'lat': 49.8407201, 'lng': 24.0339044}",43,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,https://boba-and-black.com/ua,+380 96 494 3302,Ресторан,ChIJl2LbBPrdOkcRp3jgv1MfF94,https://glovoapp.com/ua/uk/lviv/boba-and-black-lvi/,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,145.0,Medium-Low
271,Kvadrat Kebab Соборна,"Соборна площа, 2, Львів","{'lat': 49.8394773, 'lng': 24.0333862}",2,Соборна площа,Галицький,Львів,Львівська,Україна,,,Ресторан,ChIJNwm4CgDdOkcRKT-vIS3W_xU,https://glovoapp.com/ua/uk/lviv/kvadrat-kebab-soborna-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,66.0,Low
272,Sushiboss / Сушібос,"вулиця Зелена, 28, Львів","{'lat': 49.8323724, 'lng': 24.0407316}",28,вулиця Зелена,Личаківський,Львів,Львівська,Україна,https://lviv.sushiboss.od.ua/,+380 93 756 4645,Доставка,ChIJg0TQsnPdOkcRuXb_kXgZq0A,https://glovoapp.com/ua/uk/lviv/sushiboss-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,297.0,High
273,Na Mangal SMOKED BBQ / На Мангал SMOKED BBQ,"проспект Шевченка, 25, Львів","{'lat': 49.8360524, 'lng': 24.0324767}",25,проспект Шевченка,Галицький,Львів,Львівська,Україна,,+380 98 877 7512,Ресторан,ChIJtwsH0GjdOkcRcU63d--2nx4,https://glovoapp.com/ua/uk/lviv/na-manhal-smoked-bbq-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,197.0,Medium-High
275,Bo / Бо,"вулиця Стрийська, 202а, Львів","{'lat': 49.79734679999999, 'lng': 24.0163017}",202а,вулиця Стрийська,Франківський,Львів,Львівська,Україна,,+380 96 673 4851,Ресторан,ChIJPwtyh0bnOkcRegNnTnjcIHY,https://glovoapp.com/ua/uk/lviv/bo-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,172.0,Medium-High
276,Budzzini Express,"вулиця Чернівецька, 21, Львів","{'lat': 49.83880719999999, 'lng': 23.9962844}",21,вулиця Чернівецька,Залізничний,Львів,Львівська,Україна,http://instagram.com/budzzini_express/,+380 68 471 7722,Ресторан,ChIJAQAMWoTdOkcRZBBr_VfEHJ4,https://glovoapp.com/ua/uk/lviv/budzzini-express-lvi/,05:00:00,00:00:00,05:00:00,00:00:00,05:00:00,00:00:00,05:00:00,00:00:00,05:00:00,00:00:00,05:00:00,00:00:00,05:00:00,00:00:00,192.0,Medium-High
277,UNA PINSA,"вулиця Кульпарківська, 226 а, Львів","{'lat': 49.8078349, 'lng': 23.9774483}",226 а,вулиця Кульпарківська,Залізничний,Львів,Львівська,Україна,http://unapinsa.com/,+380 68 274 2070,Ресторан,ChIJbZsHGUTnOkcRuzuDtqtPD0M,https://glovoapp.com/ua/uk/lviv/unapinsa-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,141.0,Medium-Low
278,Грузинська кухня,"вулиця Лесі Українки, 20, Львів","{'lat': 49.8435898, 'lng': 24.0316505}",20,вулиця Лесі Українки,Галицький,Львів,Львівська,Україна,,+380 67 238 2494,Ресторан,ChIJBYMBJsndOkcRpoeCoQKCBYQ,https://glovoapp.com/ua/uk/lviv/gruzinskiy-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,146.0,Medium-Low
279,Lvivskyi Universytet Kraftovoho Pyva im. sv. Khrystofora / Львівський Університет Крафтового Пива ім. св. Христофора,"вулиця Івана Франка, 3, Львів","{'lat': 49.83784300000001, 'lng': 24.035373}",3,вулиця Івана Франка,Личаківський,Львів,Львівська,Україна,http://lcbu.com.ua/,+380 97 429 1752,Бар,ChIJCa3YGG3dOkcRwQFsfB69T5s,https://glovoapp.com/ua/uk/lviv/lvivskyi-universytet-kraftovoho-pyva-im-sv-khrystofora-lvivskij-universitet-kraftovogo-piva-im-sv-hristofora-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,189.0,Medium-High
280,Fabrica Pizzy /Фабрика Піци,"вулиця Пасічна, 175, Львів","{'lat': 49.8037511, 'lng': 24.0717694}",175,вулиця Пасічна,Сихівський,Львів,Львівська,Україна,https://www.facebook.com/%D0%A4%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0-%D0%BF%D1%96%D1%86%D0%B8-110632727290181/,+380 98 731 0163,Ресторан,ChIJ2RkwkxnpOkcR_2dLVzIEdao,https://glovoapp.com/ua/uk/lviv/fabricapizzy-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,206.0,Medium-High
281,boba & black,"вулиця Братів Рогатинців, 43, Львів","{'lat': 49.8407201, 'lng': 24.0339044}",43,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,https://boba-and-black.com/ua,+380 96 494 3302,Ресторан,ChIJl2LbBPrdOkcRp3jgv1MfF94,https://glovoapp.com/ua/uk/lviv/boba-and-black-lvi/,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,09:00:00,23:00:00,142.0,Medium-Low
282,Sushiboss / Сушібос,"вулиця Зелена, 28, Львів","{'lat': 49.8323724, 'lng': 24.0407316}",28,вулиця Зелена,Личаківський,Львів,Львівська,Україна,https://lviv.sushiboss.od.ua/,+380 93 756 4645,Доставка,ChIJg0TQsnPdOkcRuXb_kXgZq0A,https://glovoapp.com/ua/uk/lviv/sushiboss-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,297.0,High
283,Na Mangal SMOKED BBQ / На Мангал SMOKED BBQ,"проспект Шевченка, 25, Львів","{'lat': 49.8360524, 'lng': 24.0324767}",25,проспект Шевченка,Галицький,Львів,Львівська,Україна,,+380 98 877 7512,Ресторан,ChIJtwsH0GjdOkcRcU63d--2nx4,https://glovoapp.com/ua/uk/lviv/na-manhal-smoked-bbq-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,196.0,Medium-High
284,YOGURTERIA,"Unnamed Road, Львів","{'lat': 49.80798069999999, 'lng': 23.9766526}",Львів,Залізничний,Львівська,Україна,,,,,,ChIJTZapdIjnOkcRkwyaNkl9XHg,https://glovoapp.com/ua/uk/lviv/yogurteria-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,63.0,Low
285,Bo / Бо,"вулиця Стрийська, 202а, Львів","{'lat': 49.79734679999999, 'lng': 24.0163017}",202а,вулиця Стрийська,Франківський,Львів,Львівська,Україна,,+380 96 673 4851,Ресторан,ChIJPwtyh0bnOkcRegNnTnjcIHY,https://glovoapp.com/ua/uk/lviv/bo-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,172.0,Medium-High
286,UNA PINSA,"вулиця Кульпарківська, 226 а, Львів","{'lat': 49.8078349, 'lng': 23.9774483}",226 а,вулиця Кульпарківська,Залізничний,Львів,Львівська,Україна,http://unapinsa.com/,+380 68 274 2070,Ресторан,ChIJbZsHGUTnOkcRuzuDtqtPD0M,https://glovoapp.com/ua/uk/lviv/unapinsa-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,141.0,Medium-Low
287,Грузинська кухня,"вулиця Лесі Українки, 20, Львів","{'lat': 49.8435898, 'lng': 24.0316505}",20,вулиця Лесі Українки,Галицький,Львів,Львівська,Україна,,+380 67 238 2494,Ресторан,ChIJBYMBJsndOkcRpoeCoQKCBYQ,https://glovoapp.com/ua/uk/lviv/gruzinskiy-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,146.0,Medium-Low
288,Lvivskyi Universytet Kraftovoho Pyva im. sv. Khrystofora / Львівський Університет Крафтового Пива ім. св. Христофора,"вулиця Івана Франка, 3, Львів","{'lat': 49.83784300000001, 'lng': 24.035373}",3,вулиця Івана Франка,Личаківський,Львів,Львівська,Україна,http://lcbu.com.ua/,+380 97 429 1752,Бар,ChIJCa3YGG3dOkcRwQFsfB69T5s,https://glovoapp.com/ua/uk/lviv/lvivskyi-universytet-kraftovoho-pyva-im-sv-khrystofora-lvivskij-universitet-kraftovogo-piva-im-sv-hristofora-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,189.0,Medium-High
289,Your Burger,"вулиця Степана Бандери, 39, Львів","{'lat': 49.8344614, 'lng': 24.012318}",39,вулиця Степана Бандери,Франківський,Львів,Львівська,Україна,http://yourburger.com.ua/,+380 68 066 8273,Ресторан,ChIJqyDWrx3dOkcRurx2HfRMPA0,https://glovoapp.com/ua/uk/lviv/your-burger-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,00:00:00,23:59:00,171.0,Medium-High
290,Шашличний двір,"300м від КПП ДАЇ по трасі Львів-Шегині, Зимна Вода","{'lat': 49.8156547, 'lng': 23.8838005}",Зимна Вода,Львівська,Україна,,,,https://www.facebook.com/Schachluchiydvir/,+380 96 071 1777,Ресторан,ChIJXWojI97gOkcRPAPsbxmhGgg,https://glovoapp.com/ua/uk/lviv/shashluchuy-dvir-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,199.0,Medium-High
291,Papi,"вулиця Валова, 19/1, Львів","{'lat': 49.84022170000001, 'lng': 24.0338575}",19/1,вулиця Валова,Галицький,Львів,Львівська,Україна,https://www.instagram.com/papi_lviv/,+380 98 403 3763,Ресторан,ChIJp4ngSMbdOkcRP6CBviOB8JU,https://glovoapp.com/ua/uk/lviv/papi-lvi/,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,09:00:00,22:00:00,217.0,Medium-High
